瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
146,傈林,2026-04-04 13:00,16,,,9,3.1,,320,,76,,13.7,11.7,992.3,,999.4,,0,,1.16,,,,9,9,Sc,10,4888,,,18.5,,,,,
146,傈林,2026-04-04 14:00,15.4,,,9,4.8,,270,,79,,13.7,11.7,992.6,,999.7,,.1,,1.05,,,,8,8,Sc,10,2912,,,17.1,,,,,
146,傈林,2026-04-04 15:00,15,,,9,5.8,,270,,80,,13.6,11.5,993.3,,1000.4,,.1,,.71,,,,9,9,Sc,9,1346,,,15.8,,,,,
146,傈林,2026-04-04 16:00,13.7,,,9,6.8,,270,,76,,11.9,9.5,994.5,,1001.6,,0,,.95,,,,8,8,Sc,11,1093,,,15.6,,,,,
146,傈林,2026-04-04 17:00,12.2,,,9,5.2,,270,,79,,11.2,8.6,995.6,,1002.8,,.3,,.92,,,,7,7,Sc,7,918,,19,15.6,,,,,
146,傈林,2026-04-04 18:00,9.9,,,9,4.7,,270,,85,,10.3,7.4,996.1,,1003.4,,0,,.44,,,,8,8,Sc,7,1269,,19,12.7,,,,,
146,傈林,2026-04-04 19:00,9.3,,,9,4.6,,250,,86,,10,7,997.4,,1004.7,,0,,.13,,,,9,9,,3,1784,,,11.5,,,,,
146,傈林,2026-04-04 20:00,8.8,,,9,4.5,,250,,86,,9.7,6.5,998.3,,1005.6,,,9,,9,,,9,9,,2,1231,,,10.9,,,,,
146,傈林,2026-04-04 21:00,8,,,9,4.2,,250,,86,,9.2,5.7,1000,,1007.3,,,9,,9,,,10,10,St,2,800,,19,10.2,,,,,
146,傈林,2026-04-04 22:00,7.7,,,9,2.9,,270,,86,,9,5.4,1001.4,,1008.8,,,9,,9,,,9,9,,3,709,,19,9.8,,,,,
146,傈林,2026-04-04 23:00,7.4,,0,,2.6,,270,,91,,9.3,6,1002.3,,1009.7,,,9,,9,,,10,10,St,2,333,,1902,9.7,,,,,
146,傈林,2026-04-05 00:00,7.2,,0,,1.8,,290,,91,,9.2,5.8,1002.7,,1010.1,,,9,,9,,,10,10,,,495,,1902,9.6,,,,,
146,傈林,2026-04-05 01:00,7.3,,0,,2.2,,270,,89,,9.1,5.6,1002.7,,1010.1,,,9,,9,,,10,10,St,3,1082,,1902,9.3,,,,,
146,傈林,2026-04-05 02:00,7.3,,,9,2.1,,270,,85,,8.7,4.9,1003,,1010.4,,,9,,9,,,9,5,,6,1438,,,8.9,,,,,
146,傈林,2026-04-05 03:00,7.2,,,9,1.8,,250,,80,,8.1,3.9,1002.6,,1010,,,9,,9,,,9,9,Sc,6,1578,,,8.5,,,,,
146,傈林,2026-04-05 04:00,6.9,,,9,1.9,,320,,80,,7.9,3.6,1002.3,,1009.7,,,9,,9,,,9,9,Sc,6,1313,,,8.3,,,,,
146,傈林,2026-04-05 05:00,6.8,,,9,1.9,,360,,76,,7.5,2.8,1002.3,,1009.7,,,9,,9,,,9,9,Sc,6,1266,,,8.2,,,,,
146,傈林,2026-04-05 06:00,6.5,,,9,.3,,0,,77,,7.4,2.7,1002.3,,1009.7,,,9,,9,,,9,9,Sc,6,1176,,,8.3,,,,,
146,傈林,2026-04-05 07:00,6.7,,,9,.5,,110,,77,,7.5,2.9,1002.6,,1010,,0,,.05,,,,9,9,Sc,6,1059,,,8.3,,,,,
146,傈林,2026-04-05 08:00,8.1,,,9,.9,,160,,72,,7.7,3.3,1002.8,,1010.2,,.2,,.46,,,,6,4,ScCi,7,1181,,,9.3,,,,,
146,傈林,2026-04-05 09:00,9.8,,,9,1.4,,160,,66,,8,3.7,1003,,1010.3,,1,,1.38,,,,5,1,ScCi,16,1645,,,12.8,,,,,
146,傈林,2026-04-05 10:00,11.8,,,9,1.6,,270,,58,,8,3.7,1003.2,,1010.5,,1,,2.37,,,,5,0,Ci,,1896,,,17.3,,,,,
146,傈林,2026-04-05 11:00,12.2,,,9,3.4,,340,,62,,8.8,5.1,1003.2,,1010.4,,1,,2.84,,,,3,0,Ci,,1108,,,19.2,,,,,
146,傈林,2026-04-05 12:00,14,,,9,1.9,,320,,58,,9.2,5.8,1002.8,,1010,,1,,3.08,,,,4,0,Ci,,1360,,,22,,,,,
146,傈林,2026-04-05 13:00,15.3,,,9,1.9,,160,,52,,9,5.4,1002.2,,1009.4,,1,,3.21,,,,2,0,Ci,,2009,,,24.4,,,,,
146,傈林,2026-04-05 14:00,16.3,,,9,2.9,,230,,47,,8.7,4.9,1001.9,,1009,,1,,3.21,,,,2,0,Ci,,2594,,,24.5,,,,,
146,傈林,2026-04-05 15:00,17.8,,,9,2.5,,270,,33,,6.7,1.2,1001.2,,1008.3,,1,,3,,,,0,0,,,3690,,,23.9,,,,,
146,傈林,2026-04-05 16:00,18.3,,,9,3.1,,270,,35,,7.3,2.5,1001.1,,1008.2,,1,,2.46,,,,0,0,,,4255,,,21.7,,,,,
146,傈林,2026-04-05 17:00,18.1,,,9,2.7,,270,,37,,7.6,3.1,1000.8,,1007.9,,1,,1.72,,,,0,0,,,3962,,,19.9,,,,,
146,傈林,2026-04-05 18:00,16.9,,,9,3.1,,270,,40,,7.6,3.1,1001,,1008.1,,1,,.89,,,,0,0,,,4247,,,16.1,,,,,
146,傈林,2026-04-05 19:00,14.4,,,9,1.2,,290,,63,,10.3,7.4,1000.8,,1008,,.5,,.16,,,,0,0,,,2779,,,13.7,,,,,
146,傈林,2026-04-05 20:00,12.1,,,9,1.7,,340,,76,,10.6,7.9,1001.5,,1008.7,,,9,,9,,,0,0,,,1435,,,12.2,,,,,
146,傈林,2026-04-05 21:00,11.4,,,9,.9,,50,,77,,10.4,7.5,1002.3,,1009.6,,,9,,9,,,0,0,,,1380,,,11.2,,,,,
146,傈林,2026-04-05 22:00,11.2,,,9,1.1,,140,,77,,10.2,7.3,1002.5,,1009.8,,,9,,9,,,0,0,,,1469,,,10.5,,,,,
146,傈林,2026-04-05 23:00,11.5,,,9,1,,160,,68,,9.2,5.7,1002.7,,1010,,,9,,9,,,0,0,,,2698,,,10.5,,,,,
146,傈林,2026-04-06 00:00,12.3,,,9,1.2,,140,,66,,9.4,6.1,1003,,1010.2,,,9,,9,,,8,8,Sc,10,2651,,,10.9,,,,,
146,傈林,2026-04-06 01:00,13.3,,,,1.1,,250,,60,,9.1,5.6,1003.5,,1010.7,,,9,,9,,,2,2,,9,2233,,,10.7,,,,,
146,傈林,2026-04-06 02:00,12.7,,,,.9,,70,,68,,9.9,6.9,1003.5,,1010.7,,,9,,9,,,0,0,,,1721,,,11.6,,,,,
146,傈林,2026-04-06 03:00,13.7,,,,2,,110,,66,,10.3,7.4,1003,,1010.2,,,9,,9,,,9,9,Sc,10,2004,,,11.9,,,,,
146,傈林,2026-04-06 04:00,13.6,,0,,1.4,,90,,74,,11.5,9,1003,,1010.2,,,9,,9,,,10,10,St,6,957,,1902,12.2,,,,,
146,傈林,2026-04-06 05:00,13.2,,0,,1.6,,90,,78,,11.8,9.4,1001.9,,1009.1,,,9,,9,,,10,10,St,6,1177,,02,12.3,,,,,
146,傈林,2026-04-06 06:00,13.6,,,9,1.4,,20,,77,,11.9,9.6,1002,,1009.2,,,9,,9,,,10,8,StAs,8,1173,,,12.5,,,,,
146,傈林,2026-04-06 07:00,12.4,,3.8,,3.5,,320,,90,,12.9,10.7,1003.6,,1010.8,,0,,0,,,,10,8,CbStNs,8,306,,7001,12.4,,,,,
146,傈林,2026-04-06 08:00,12.2,,4.6,,4.7,,320,,93,,13.1,11,1003.1,,1010.3,,0,,.05,,,,10,7,StNs,4,350,,1901,12.5,,,,,
146,傈林,2026-04-06 09:00,12.1,,.7,,1.6,,50,,91,,12.8,10.6,1002.6,,1009.8,,0,,.21,,,,10,8,CbStNs,5,613,,701901,13.3,,,,,
146,傈林,2026-04-06 10:00,11.8,,0,,2.3,,360,,88,,12.1,9.8,1003,,1010.3,,0,,.19,,,,10,7,ScAs,5,2882,,1901,13,,,,,
146,傈林,2026-04-06 11:00,10.9,,3.3,,1.9,,20,,89,,11.6,9.1,1003.6,,1010.9,,0,,.16,,,,10,9,CbStNs,4,1093,,701401,13.2,,,,,
146,傈林,2026-04-06 12:00,10.9,,.3,,1.9,,160,,91,,11.8,9.4,1002.9,,1010.2,,0,,.29,,,,10,5,ScAs,7,1080,,01,13.1,,,,,
146,傈林,2026-04-06 13:00,11.8,,,9,1.4,,140,,91,,12.5,10.3,1002,,1009.2,,0,,.25,,,,10,6,ScAs,9,775,,19,13.8,,,,,
146,傈林,2026-04-06 14:00,11.9,,0,,3.1,,340,,91,,12.6,10.4,1002.1,,1009.3,,0,,.31,,,,10,6,ScAs,7,393,,1902,13.9,,,,,
146,傈林,2026-04-06 15:00,12.3,,.1,,2.5,,340,,87,,12.4,10.1,1002.1,,1009.3,,0,,.5,,,,10,4,ScAs,7,1538,,1902,14.6,,,,,
146,傈林,2026-04-06 16:00,13.2,,,9,1.5,,320,,80,,12.1,9.8,1001.8,,1009,,0,,.55,,,,10,5,ScAs,8,2148,,,15.2,,,,,
146,傈林,2026-04-06 17:00,14,,,9,.7,,70,,73,,11.6,9.2,1002.1,,1009.3,,0,,.6,,,,9,9,Sc,13,2358,,,16.2,,,,,
146,傈林,2026-04-06 18:00,14,,,9,1.1,,200,,77,,12.3,10,1002.1,,1009.3,,.4,,.53,,,,4,4,Sc,13,1601,,,15,,,,,
146,傈林,2026-04-06 19:00,12.3,,,9,3.2,,270,,78,,11.1,8.5,1003,,1010.2,,.2,,.14,,,,0,0,,,1705,,,12.6,,,,,
146,傈林,2026-04-06 20:00,11.3,,,9,3.1,,270,,78,,10.4,7.5,1004.1,,1011.4,,,9,,9,,,8,2,,8,1611,,,11.6,,,,,
146,傈林,2026-04-06 21:00,10.4,,,9,2.8,,320,,59,,7.4,2.7,1005.3,,1012.6,,,9,,9,,,7,7,Sc,13,3386,,,9.9,,,,,
146,傈林,2026-04-06 22:00,9.5,,,9,1.7,,320,,61,,7.2,2.3,1006.2,,1013.5,,,9,,9,,,7,7,,15,3072,,,8.9,,,,,
146,傈林,2026-04-06 23:00,8.7,,,9,2.3,,320,,63,,7.1,2,1006.4,,1013.8,,,9,,9,,,7,1,,,3205,,,7.6,,,,,
146,傈林,2026-04-07 00:00,8.1,,,9,3.9,,320,,60,,6.4,.7,1006.7,,1014.1,,,9,,9,,,0,0,,,3498,,,6.4,,,,,
146,傈林,2026-04-07 01:00,6.2,,,,2.1,,340,,62,,5.9,-.5,1007.1,,1014.5,,,9,,9,,,0,0,,,4473,,,5.5,,,,,
146,傈林,2026-04-07 02:00,5.4,,,,1.8,,340,,62,,5.6,-1.3,1007,,1014.5,,,9,,9,,,5,0,,,4855,,,4.7,,,,,
146,傈林,2026-04-07 03:00,4.7,,,,1.9,,320,,66,,5.6,-1.1,1006.7,,1014.2,,,9,,9,,,0,0,,,4356,,,4.2,,,,,
146,傈林,2026-04-07 04:00,4.1,,,,2.4,,320,,68,,5.6,-1.2,1007.1,,1014.6,,,9,,9,,,0,0,,,4752,,,3.6,,,,,
146,傈林,2026-04-07 05:00,3.8,,,,1.9,,320,,67,,5.4,-1.7,1007.9,,1015.4,,,9,,9,,,0,0,,,4728,,,3.1,,,,,
146,傈林,2026-04-07 06:00,3,,,,1.8,,340,,72,,5.5,-1.5,1008.3,,1015.8,,,9,,9,,,0,0,,,4537,,,2.8,,,,,
146,傈林,2026-04-07 07:00,4.2,,,,.8,,320,,65,,5.4,-1.8,1009.4,,1016.9,,.2,,.1,,,,0,0,,,4645,,,3,,,,,
146,傈林,2026-04-07 08:00,6.5,,,,1.8,,340,,56,,5.4,-1.6,1010.1,,1017.6,,1,,.78,,,,0,0,,,4519,,,5,,,,,
146,傈林,2026-04-07 09:00,8.3,,,,3.1,,320,,48,,5.3,-2,1010.8,,1018.2,,1,,1.62,,,,0,0,,,4684,,,9.2,,,,,
146,傈林,2026-04-07 10:00,9.5,,,,5.6,,340,,30,,3.6,-7.2,1010.9,,1018.3,,1,,2.38,,,,0,0,,,4670,,,12.5,,,,,
146,傈林,2026-04-07 11:00,10.6,,,,4.2,,50,,34,,4.3,-4.6,1010.7,,1018,,1,,2.98,,,,0,0,,,4229,,,15.9,,,,,
146,傈林,2026-04-07 12:00,12.2,,,,3.9,,50,,29,,4.1,-5.3,1010.3,,1017.6,,1,,3.34,,,,0,0,,,4785,,,18.8,,,,,
146,傈林,2026-04-07 13:00,12.5,,,,4.2,,320,,26,,3.8,-6.5,1009.9,,1017.2,,1,,3.48,,,,0,0,,,4705,,,19.7,,,,,
146,傈林,2026-04-07 14:00,13.5,,,,3.4,,290,,28,,4.3,-4.6,1009.3,,1016.6,,1,,3.37,,,,0,0,,,4679,,,20.5,,,,,
146,傈林,2026-04-07 15:00,14.3,,,,3.8,,290,,32,,5.2,-2.2,1009,,1016.2,,1,,3.02,,,,0,0,,,3979,,,20.3,,,,,
146,傈林,2026-04-07 16:00,12.8,,,,5.4,,270,,33,,4.9,-3.1,1009.5,,1016.8,,1,,2.45,,,,0,0,,,4234,,,17.1,,,,,
146,傈林,2026-04-07 17:00,11.8,,,,5.2,,270,,35,,4.9,-3.1,1009.7,,1017,,1,,1.73,,,,0,0,,,4717,,,14.5,,,,,
146,傈林,2026-04-07 18:00,10.1,,,,5.3,,270,,35,,4.3,-4.7,1010.5,,1017.9,,1,,.94,,,,0,0,,,4463,,,10.8,,,,,
146,傈林,2026-04-07 19:00,7.8,,,,4.7,,270,,37,,3.9,-6,1011.4,,1018.8,,.7,,.2,,,,0,0,,,4983,,,7.4,,,,,
146,傈林,2026-04-07 20:00,6.4,,,,3.8,,270,,49,,4.7,-3.5,1012.2,,1019.7,,,9,,9,,,0,0,,,4898,,,5.9,,,,,
146,傈林,2026-04-07 21:00,6,,,,3.1,,250,,56,,5.2,-2.1,1013.2,,1020.7,,,9,,9,,,0,0,,,4872,,,5.2,,,,,
146,傈林,2026-04-07 22:00,5.2,,,,2.4,,230,,62,,5.5,-1.5,1013.9,,1021.4,,,9,,9,,,0,0,,,4367,,,4.6,,,,,
146,傈林,2026-04-07 23:00,4.9,,,,2.4,,230,,65,,5.6,-1.1,1013.8,,1021.3,,,9,,9,,,0,0,,,4136,,,4.2,,,,,
146,傈林,2026-04-08 00:00,4.5,,,,1,,200,,66,,5.6,-1.3,1013.9,,1021.4,,,9,,9,,,0,0,,,3850,,,3.8,,,,,
146,傈林,2026-04-08 01:00,3.2,,,,2,,140,,71,,5.5,-1.5,1013.8,,1021.4,,,9,,9,,,0,0,,,4335,,,3.3,,,,,
146,傈林,2026-04-08 02:00,3.1,,,,1.3,,140,,72,,5.5,-1.4,1013.7,,1021.3,,,9,,9,,,0,0,,,3776,,,3,,,,,
146,傈林,2026-04-08 03:00,2.5,,,,2.1,,140,,75,,5.5,-1.4,1013.6,,1021.2,,,9,,9,,,0,0,,,3811,,,2.5,,,,,
146,傈林,2026-04-08 04:00,2,,,,1.6,,140,,77,,5.4,-1.6,1013.4,,1021,,,9,,9,,,0,0,,,3668,,,2.1,,,,,
146,傈林,2026-04-08 05:00,1.6,,,,1.6,,140,,78,,5.4,-1.8,1013.5,,1021.1,,,9,,9,,,0,0,,,3654,,,1.8,,,,,
146,傈林,2026-04-08 06:00,1,,,,2,,140,,79,,5.2,-2.2,1013.5,,1021.1,,,9,,9,,,0,0,,,3386,,,1.4,,,,,
146,傈林,2026-04-08 07:00,2.5,,,,1.9,,110,,76,,5.6,-1.3,1014.1,,1021.7,,.2,,.11,,,,0,0,,,3284,,,1.9,,,,,
146,傈林,2026-04-08 08:00,5.4,,,,1.3,,140,,69,,6.2,.1,1014.2,,1021.7,,1,,.8,,,,0,0,,,3123,,,4.3,,,,,
146,傈林,2026-04-08 09:00,8.1,,,,1.1,,200,,57,,6.1,0,1014,,1021.4,,1,,1.61,,,,0,0,,,3633,,,9.4,,,,,
146,傈林,2026-04-08 10:00,10.1,,,,1.8,,290,,52,,6.4,.6,1014.3,,1021.7,,1,,2.36,,,,0,0,,,3199,,,14.4,,,,,
146,傈林,2026-04-08 11:00,11.1,,,,2.5,,340,,48,,6.3,.4,1013.8,,1021.2,,1,,2.93,,,,0,0,,,2608,,,18.1,,,,,
146,傈林,2026-04-08 12:00,13.6,,,,3,,320,,44,,6.8,1.5,1012.9,,1020.2,,1,,3.32,,,,0,0,,,3605,,,20.7,,,,,
146,傈林,2026-04-08 13:00,15.8,,,,2.8,,340,,42,,7.5,2.8,1012.1,,1019.3,,1,,3.46,,,,1,0,Ci,,3483,,,23.1,,,,,
146,傈林,2026-04-08 14:00,17.3,,,,2.4,,270,,27,,5.3,-1.9,1011,,1018.2,,1,,3.34,,,,1,0,Ci,,3972,,,23.8,,,,,
146,傈林,2026-04-08 15:00,18.3,,,,2.4,,290,,32,,6.7,1.2,1010.1,,1017.2,,1,,3.02,,,,1,0,Ci,,4356,,,23.6,,,,,
146,傈林,2026-04-08 16:00,17.9,,,,2.4,,270,,27,,5.6,-1.3,1009.8,,1016.9,,1,,2.45,,,,1,0,Ci,,3803,,,21.7,,,,,
146,傈林,2026-04-08 17:00,17.7,,,,3.4,,270,,36,,7.3,2.4,1009.4,,1016.5,,1,,1.71,,,,1,0,Ci,,3741,,,19,,,,,
146,傈林,2026-04-08 18:00,15.7,,,,3.7,,270,,43,,7.6,3.1,1009.5,,1016.7,,1,,.87,,,,1,0,Ci,,2548,,,14.9,,,,,
146,傈林,2026-04-08 19:00,13.1,,,,3.4,,270,,31,,4.7,-3.6,1009.8,,1017.1,,.6,,.19,,,,0,0,,,4733,,,10.9,,,,,
146,傈林,2026-04-08 20:00,11.4,,,,1.7,,270,,41,,5.5,-1.4,1010,,1017.3,,,9,,9,,,5,0,,,4185,,,9.6,,,,,
146,傈林,2026-04-08 21:00,10.6,,,,1.2,,290,,35,,4.5,-4.2,1010.4,,1017.7,,,9,,9,,,6,0,Ci,,4207,,,8.7,,,,,
146,傈林,2026-04-08 22:00,10.4,,,,.2,,0,,38,,4.8,-3.3,1010.2,,1017.5,,,9,,9,,,10,0,,,3949,,,8.5,,,,,
146,傈林,2026-04-08 23:00,10.1,,,,1.1,,180,,54,,6.6,1.1,1009.8,,1017.2,,,9,,9,,,8,0,,,3264,,,8.1,,,,,
146,傈林,2026-04-09 00:00,9.4,,,,1.9,,110,,54,,6.3,.5,1009.9,,1017.3,,,9,,9,,,10,0,,,3567,,,7.9,,,,,
146,傈林,2026-04-09 01:00,8.7,,,,1.2,,160,,55,,6.2,.1,1009,,1016.4,,,9,,9,,,10,4,,71,3560,,,7.7,,,,,
146,傈林,2026-04-09 02:00,9.3,,,,2,,140,,53,,6.2,.1,1008.5,,1015.9,,,9,,9,,,9,3,,54,3697,,,7.7,,,,,
146,傈林,2026-04-09 03:00,10,,,,1.7,,140,,52,,6.3,.5,1007.8,,1015.1,,,9,,9,,,10,4,AcCi,45,3954,,,8.2,,,,,
146,傈林,2026-04-09 04:00,10.5,,,,1.8,,140,,52,,6.6,1,1007.3,,1014.6,,,9,,9,,,10,5,ScAs,15,4691,,,8.6,,,,,
146,傈林,2026-04-09 05:00,10.9,,0,,1.8,,110,,61,,7.9,3.6,1006.7,,1014,,,9,,9,,,10,6,ScAs,15,4574,,01,9,,,,,
146,傈林,2026-04-09 06:00,11.3,,0,,1.2,,110,,66,,8.8,5.1,1005.4,,1012.7,,,9,,9,,,10,10,As,26,4652,,01,9.3,,,,,
146,傈林,2026-04-09 07:00,11.9,,,9,1.6,,90,,65,,9,5.5,1005.5,,1012.8,,0,,.01,,,,10,3,ScAs,15,4404,,,9.7,,,,,
146,傈林,2026-04-09 08:00,12.9,,,9,2.7,,110,,67,,9.9,6.9,1003.8,,1011,,0,,.09,,,,10,3,ScAs,15,4756,,,10.5,,,,,
146,傈林,2026-04-09 09:00,12.3,,.3,,2,,110,,81,,11.6,9.1,1002.9,,1010.1,,0,,.16,,,,10,6,ScAs,10,2570,,01,11.4,,,,,
146,傈林,2026-04-09 10:00,12.4,,.3,,1,,50,,83,,11.9,9.5,1002.4,,1009.6,,0,,.08,,,,10,8,StNs,10,1304,,01,11.7,,,,,
146,傈林,2026-04-09 11:00,13.8,,.5,,3.5,,110,,81,,12.7,10.5,999.8,,1007,,0,,.77,,,,10,6,StNs,6,3221,,01,16,,,,,
146,傈林,2026-04-09 12:00,15.1,,0,,4.2,,140,,77,,13.1,11,998.2,,1005.3,,0,,.56,,,,10,7,StNs,10,4730,,01,15,,,,,
146,傈林,2026-04-09 13:00,16.4,,.2,,4.9,,140,,77,,14.3,12.3,995.4,,1002.5,,0,,.18,,,,10,8,StNs,10,4981,,01,14.6,,,,,
146,傈林,2026-04-09 14:00,15.5,,2,,3.1,,140,,86,,15.1,13.1,994.2,,1001.3,,0,,.17,,,,10,8,StNs,10,752,,01,14.9,,,,,
146,傈林,2026-04-09 15:00,16,,2,,4,,160,,86,,15.6,13.6,992.6,,999.7,,0,,.13,,,,10,7,StNs,7,2154,,01,14.9,,,,,
146,傈林,2026-04-09 16:00,16.4,,1.1,,4.9,,160,,85,,15.8,13.8,991.9,,998.9,,0,,.14,,,,10,8,StNs,7,862,,01,15.1,,,,,
146,傈林,2026-04-09 17:00,16.2,,2.6,,3.5,,160,,87,,16,14,991.3,,998.4,,0,,.12,,,,10,5,StNs,8,1897,,01,15.2,,,,,
146,傈林,2026-04-09 18:00,16.6,,.3,,3.1,,180,,85,,16,14,990.8,,997.8,,0,,.08,,,,10,8,StNs,8,5000,,01,15,,,,,
146,傈林,2026-04-09 19:00,17.1,,0,,5.4,,160,,83,,16.1,14.1,990.6,,997.6,,0,,.03,,,,10,7,ScAs,14,4133,,01,14.9,,,,,
146,傈林,2026-04-09 20:00,16.5,,.8,,2.9,,160,,88,,16.4,14.4,991.4,,998.4,,0,,0,,,,10,5,ScAs,8,4945,,01,14.9,,,,,
146,傈林,2026-04-09 21:00,16.2,,.1,,1.8,,200,,90,,16.5,14.5,991.7,,998.8,,,9,,9,,,10,8,ScAs,9,628,,190201,15,,,,,
146,傈林,2026-04-09 22:00,16.2,,1.4,,1.2,,200,,91,,16.7,14.7,991.8,,998.9,,,9,,9,,,10,5,ScAs,7,1849,,190201,14.9,,,,,
146,傈林,2026-04-09 23:00,16.2,,.4,,1.8,,250,,92,,16.8,14.8,992.3,,999.4,,,9,,9,,,10,7,ScAs,7,1059,,0201,15,,,,,
146,傈林,2026-04-10 00:00,16.2,,3.4,,5,,250,,91,,16.7,14.7,992.1,,999.2,,,9,,9,,,10,8,,,855,,01,15.2,,,,,
146,傈林,2026-04-10 01:00,16.1,,.3,,4.7,,250,,89,,16.2,14.2,992.8,,999.9,,,9,,9,,,10,4,ScAs,9,1418,,01,15,,,,,
146,傈林,2026-04-10 02:00,15.4,,.2,,4.4,,230,,89,,15.5,13.5,992.1,,999.2,,,9,,9,,,10,5,ScAs,7,579,,1901,14.6,,,,,
146,傈林,2026-04-10 03:00,15,,,9,5,,250,,87,,14.8,12.8,993,,1000.1,,,9,,9,,,10,4,ScAs,10,520,,19,14.2,,,,,
146,傈林,2026-04-10 04:00,13.2,,0,,4.9,,250,,91,,13.7,11.7,992.7,,999.8,,,9,,9,,,10,6,ScAs,6,325,,1902,13.6,,,,,
146,傈林,2026-04-10 05:00,12.3,,0,,3.5,,250,,93,,13.2,11.1,993.4,,1000.6,,,9,,9,,,10,7,ScAs,8,391,,1902,13.1,,,,,
146,傈林,2026-04-10 06:00,11.4,,,9,5.2,,250,,93,,12.5,10.3,993.9,,1001.1,,,9,,9,,,10,10,St,2,528,,19,12.5,,,,,
146,傈林,2026-04-10 07:00,10.7,,,9,4.3,,250,,94,,12,9.7,994.3,,1001.5,,0,,.01,,,,10,10,St,6,593,,19,11.9,,,,,
146,傈林,2026-04-10 08:00,10.4,,.1,,4.1,,250,,93,,11.7,9.3,995.4,,1002.6,,0,,.05,,,,10,10,St,4,351,,1902,11.8,,,,,
146,傈林,2026-04-10 09:00,10.4,,.2,,3.9,,250,,93,,11.7,9.3,996.2,,1003.4,,0,,.18,,,,10,10,St,4,329,,1902,12,,,,,
146,傈林,2026-04-10 10:00,10.3,,.1,,5,,250,,92,,11.5,9,997.2,,1004.5,,0,,.19,,,,10,10,St,2,579,,1902,12,,,,,
146,傈林,2026-04-10 11:00,9.9,,.5,,3.8,,250,,94,,11.4,8.9,998.2,,1005.5,,0,,.21,,,,10,10,St,2,225,,1902,12,,,,,
146,傈林,2026-04-10 12:00,9.7,,.1,,3,,250,,93,,11.2,8.6,998.2,,1005.5,,0,,.36,,,,10,10,St,8,868,,1902,12.5,,,,,
146,傈林,2026-04-10 13:00,9.7,,0,9,4,,270,,92,,11,8.4,998.4,,1005.7,,0,,.36,,,,10,10,St,9,895,,1902,12.3,,,,,
146,傈林,2026-04-10 14:00,9.8,,0,,2.4,,270,,92,,11.1,8.5,998.5,,1005.8,,0,,.31,,,,10,10,St,7,688,,1902,12.4,,,,,
146,傈林,2026-04-10 15:00,10.2,,0,,3,,250,,89,,11,8.4,998.4,,1005.7,,0,,.31,,,,10,9,ScAs,10,1435,,1902,12.5,,,,,
146,傈林,2026-04-10 16:00,10.2,,,9,2.6,,250,,89,,11,8.4,998.8,,1006.1,,0,,.25,,,,10,8,ScAs,10,1039,,,12.2,,,,,
146,傈林,2026-04-10 17:00,10.2,,,9,2.4,,250,,87,,10.8,8.1,999,,1006.3,,0,,.17,,,,10,9,ScAs,10,1116,,,11.7,,,,,
146,傈林,2026-04-10 18:00,10,,,9,3.4,,270,,85,,10.4,7.5,999.4,,1006.7,,0,,.1,,,,10,9,ScAs,10,1500,,,11,,,,,
146,傈林,2026-04-10 19:00,9.8,,,9,3.7,,270,,86,,10.4,7.5,1000.4,,1007.7,,0,,.03,,,,9,6,,7,1289,,,10.4,,,,,
146,傈林,2026-04-10 20:00,9.3,,,9,3.9,,270,,87,,10.2,7.2,1001.7,,1009,,0,,0,,,,9,7,,3,774,,19,10.1,,,,,
146,傈林,2026-04-10 21:00,9.2,,,9,3.1,,270,,87,,10.1,7.1,1002.7,,1010,,,9,,9,,,9,9,Sc,8,1262,,19,9.9,,,,,
146,傈林,2026-04-10 22:00,9.1,,,9,2.4,,270,,87,,10,7,1003.1,,1010.4,,,9,,9,,,9,8,,4,1246,,,9.8,,,,,
146,傈林,2026-04-10 23:00,9.1,,,9,1.9,,250,,88,,10.2,7.2,1003.4,,1010.7,,,9,,9,,,9,7,,3,1242,,,9.8,,,,,
146,傈林,2026-04-11 00:00,9.2,,,9,2.3,,230,,88,,10.2,7.3,1003.8,,1011.1,,,9,,9,,,9,9,Sc,8,1019,,,9.8,,,,,
146,傈林,2026-04-11 01:00,9.1,,,,.3,,0,,88,,10.2,7.2,1004.3,,1011.6,,,9,,9,,,9,7,,3,815,,19,9.9,,,,,
146,傈林,2026-04-11 02:00,9.2,,,,2.1,,230,,89,,10.3,7.4,1004.1,,1011.4,,,9,,9,,,9,8,,4,724,,19,9.8,,,,,
